Year,Sport,Event,Country,Medal Rank,Lat,Lon,Gold,Silver,Bronze
1994,Speedskating,"Men's 10,000 Meters",Netherlands,3,52.35,4.916667,,,1
1994,Freestyle Skiing,Women's Moguls,Norway,1,59.91666667,10.75,1,,
1994,Speedskating,"Men's 1,500 Meters",Norway,1,59.91666667,10.75,1,,
1994,Speedskating,"Men's 5,000 Meters",Norway,1,59.91666667,10.75,1,,
1994,Speedskating,"Men's 10,000 Meters",Norway,1,59.91666667,10.75,1,,
1994,Alpine Skiing,Men's Downhill,Norway,2,59.91666667,10.75,,1,
1994,Cross-Country Skiing,Women's 30 Kilometers,Norway,2,59.91666667,10.75,,1,
1994,Nordic Combined,Men's Team,Norway,2,59.91666667,10.75,,1,
1994,Ski Jumping,"Men's Large Hill, Individual",Norway,2,59.91666667,10.75,,1,
1994,Speedskating,"Men's 5,000 Meters",Norway,2,59.91666667,10.75,,1,
1994,Speedskating,"Men's 10,000 Meters",Norway,2,59.91666667,10.75,,1,
1994,Alpine Skiing,Men's Super G,Norway,3,59.91666667,10.75,,,1
1994,Cross-Country Skiing,Men's 50 Kilometers,Norway,3,59.91666667,10.75,,,1
1994,Freestyle Skiing,Women's Aerials,Norway,3,59.91666667,10.75,,,1
1994,Biathlon,Men's 10-Kilometer Sprint,Russia,1,55.75,37.6,1,,
1994,Biathlon,Men's 20 Kilometers,Russia,1,55.75,37.6,1,,
1994,Figure Skating,Men's Singles,Russia,1,55.75,37.6,1,,
1994,Figure Skating,Mixed Pairs,Russia,1,55.75,37.6,1,,
1994,Speedskating,Men's 500 Meters,Russia,1,55.75,37.6,1,,
1994,Speedskating,"Women's 3,000 Meters",Russia,1,55.75,37.6,1,,
1994,Alpine Skiing,Women's Super G,Russia,2,55.75,37.6,,1,
1994,Figure Skating,Mixed Pairs,Russia,2,55.75,37.6,,1,
1994,Freestyle Skiing,Men's Moguls,Russia,2,55.75,37.6,,1,
1994,Speedskating,Men's 500 Meters,Russia,2,55.75,37.6,,1,
1994,Speedskating,"Women's 1,500 Meters",Russia,2,55.75,37.6,,1,
1994,Biathlon,Men's 10-Kilometer Sprint,Russia,3,55.75,37.6,,,1
1994,Freestyle Skiing,Women's Moguls,Russia,3,55.75,37.6,,,1
1994,Speedskating,"Men's 1,000 Meters",Russia,3,55.75,37.6,,,1
1994,Alpine Skiing,Men's Slalom,Slovenia,3,46.05,14.516667,,,1
1994,Alpine Skiing,Women's Slalom,Slovenia,3,46.05,14.516667,,,1
1994,Short-Track Speedskating,Men's 500 Meters,South Korea,1,37.55,126.983333,1,,
1994,Short-Track Speedskating,"Men's 1,000 Meters",South Korea,1,37.55,126.983333,1,,
1994,Short-Track Speedskating,"Women's 1,000 Meters",South Korea,1,37.55,126.983333,1,,
1994,Short-Track Speedskating,"Women's 3,000-Meter Relay",South Korea,1,37.55,126.983333,1,,
1994,Short-Track Speedskating,"Men's 1,000 Meters",South Korea,2,37.55,126.983333,,1,
1994,Short-Track Speedskating,"Women's 1,000 Meters",South Korea,3,37.55,126.983333,,,1
1994,Ice Hockey,Men's Ice Hockey,Sweden,1,59.33333333,18.05,1,,
1994,Freestyle Skiing,Women's Aerials,Sweden,2,59.33333333,18.05,,1,
1994,Alpine Skiing,Women's Slalom,Switzerland,1,46.91666667,7.466667,1,,
1994,Bobsled,Men's Two,Switzerland,1,46.91666667,7.466667,1,,
1994,Freestyle Skiing,Men's Aerials,Switzerland,1,46.91666667,7.466667,1,,
1994,Alpine Skiing,Men's Giant Slalom,Switzerland,2,46.91666667,7.466667,,1,
1994,Bobsled,Men's Two,Switzerland,2,46.91666667,7.466667,,1,
1994,Bobsled,Men's Four,Switzerland,2,46.91666667,7.466667,,1,
1994,Alpine Skiing,Women's Giant Slalom,Switzerland,3,46.91666667,7.466667,,,1
1994,Nordic Combined,Men's Team,Switzerland,3,46.91666667,7.466667,,,1
1994,Figure Skating,Women's Singles,Ukraine,1,50.43333333,30.516667,1,,
1994,Biathlon,Women's 7.5-Kilometer Sprint,Ukraine,3,50.43333333,30.516667,,,1
1994,Alpine Skiing,Men's Downhill,United States,1,38.9072,-77.0369,1,,
1994,Alpine Skiing,Women's Super G,United States,1,38.9072,-77.0369,1,,
1994,Short-Track Speedskating,Women's 500 Meters,United States,1,38.9072,-77.0369,1,,
1994,Speedskating,"Men's 1,000 Meters",United States,1,38.9072,-77.0369,1,,
1994,Speedskating,Women's 500 Meters,United States,1,38.9072,-77.0369,1,,
1994,Speedskating,"Women's 1,000 Meters",United States,1,38.9072,-77.0369,1,,
1994,Alpine Skiing,Men's Super G,United States,2,38.9072,-77.0369,,1,
1994,Alpine Skiing,Women's Downhill,United States,2,38.9072,-77.0369,,1,
1994,Figure Skating,Women's Singles,United States,2,38.9072,-77.0369,,1,
1994,Freestyle Skiing,Women's Moguls,United States,2,38.9072,-77.0369,,1,
1994,Short-Track Speedskating,"Men's 5,000-Meter Relay",United States,2,38.9072,-77.0369,,1,
1994,Short-Track Speedskating,Women's 500 Meters,United States,3,38.9072,-77.0369,,,1
1994,Short-Track Speedskating,"Women's 3,000-Meter Relay",United States,3,38.9072,-77.0369,,,1
1994,Freestyle Skiing,Women's Aerials,Uzbekistan,1,41.31666667,69.25,1,,
1998,Alpine Skiing,Women's Slalom,Australia,3,-35.26666667,149.133333,,,1
1998,Alpine Skiing,Men's Super G,Austria,1,48.2,16.366667,1,,
1998,Alpine Skiing,Men's Giant Slalom,Austria,1,48.2,16.366667,1,,
1998,Alpine Skiing,Men's Super G,Austria,2,48.2,16.366667,,1,
1998,Alpine Skiing,Men's Giant Slalom,Austria,2,48.2,16.366667,,1,
1998,Alpine Skiing,Women's Super G,Austria,2,48.2,16.366667,,1,
1998,Alpine Skiing,Women's Giant Slalom,Austria,2,48.2,16.366667,,1,
1998,Alpine Skiing,Men's Downhill,Austria,3,48.2,16.366667,,,1
1998,Alpine Skiing,Men's Slalom,Austria,3,48.2,16.366667,,,1
1998,Alpine Skiing,Women's Super G,Austria,3,48.2,16.366667,,,1
1998,Cross-Country Skiing,Men's 50 Kilometers,Austria,3,48.2,16.366667,,,1
1998,Luge,Women's Singles,Austria,3,48.2,16.366667,,,1
1998,Biathlon,Men's 20 Kilometers,Belarus,3,53.9,27.566667,,,1
1998,Freestyle Skiing,Men's Aerials,Belarus,3,53.9,27.566667,,,1
1998,Speedskating,"Men's 5,000 Meters",Belgium,3,50.83333333,4.333333,,,1
1998,Bobsled,Men's Two,Canada,1,45.41666667,-75.7,1,,
1998,Curling,Women's Curling,Canada,1,45.41666667,-75.7,1,,
1998,Short-Track Speedskating,"Men's 5,000-Meter Relay",Canada,1,45.41666667,-75.7,1,,
1998,Short-Track Speedskating,Women's 500 Meters,Canada,1,45.41666667,-75.7,1,,
1998,Speedskating,Women's 500 Meters,Canada,1,45.41666667,-75.7,1,,
1998,Curling,Men's Curling,Canada,2,45.41666667,-75.7,,1,
1998,Figure Skating,Men's Singles,Canada,2,45.41666667,-75.7,,1,
1998,Ice Hockey,Women's Ice Hockey,Canada,2,45.41666667,-75.7,,1,
1998,Speedskating,Men's 500 Meters,Canada,2,45.41666667,-75.7,,1,
1998,Speedskating,Women's 500 Meters,Canada,2,45.41666667,-75.7,,1,
1998,Short-Track Speedskating,"Men's 1,000 Meters",Canada,3,45.41666667,-75.7,,,1
1998,Short-Track Speedskating,"Women's 3,000-Meter Relay",Canada,3,45.41666667,-75.7,,,1
1998,Speedskating,Men's 500 Meters,Canada,3,45.41666667,-75.7,,,1
1998,Speedskating,"Women's 1,000 Meters",Canada,3,45.41666667,-75.7,,,1
1998,Freestyle Skiing,Women's Aerials,China,2,39.91666667,116.383333,,1,
1998,Short-Track Speedskating,Men's 500 Meters,China,2,39.91666667,116.383333,,1,
1998,Short-Track Speedskating,"Men's 1,000 Meters",China,2,39.91666667,116.383333,,1,
1998,Short-Track Speedskating,Women's 500 Meters,China,2,39.91666667,116.383333,,1,
1998,Short-Track Speedskating,"Women's 1,000 Meters",China,2,39.91666667,116.383333,,1,
1998,Short-Track Speedskating,"Women's 3,000-Meter Relay",China,2,39.91666667,116.383333,,1,
1998,Figure Skating,Women's Singles,China,3,39.91666667,116.383333,,,1
1998,Short-Track Speedskating,"Men's 5,000-Meter Relay",China,3,39.91666667,116.383333,,,1
1998,Ice Hockey,Men's Ice Hockey,Czech Republic,1,50.08333333,14.466667,1,,
1998,Curling,Women's Curling,Denmark,2,55.66666667,12.583333,,1,
1998,Freestyle Skiing,Men's Moguls,Finland,2,60.16666667,24.933333,,1,
1998,Nordic Combined,Men's Team,Finland,2,60.16666667,24.933333,,1,
1998,Ski Jumping,"Men's Large Hill, Individual",Finland,2,60.16666667,24.933333,,1,
1998,Biathlon,Men's 10-Kilometer Sprint,Finland,3,60.16666667,24.933333,,,1
1998,Freestyle Skiing,Men's Moguls,Finland,3,60.16666667,24.933333,,,1
1998,Ice Hockey,Men's Ice Hockey,Finland,3,60.16666667,24.933333,,,1
1998,Ice Hockey,Women's Ice Hockey,Finland,3,60.16666667,24.933333,,,1
1998,Alpine Skiing,Men's Downhill,France,1,48.86666667,2.333333,1,,
1998,Freestyle Skiing,Men's Aerials,France,2,48.86666667,2.333333,,1,
1998,Alpine Skiing,Women's Downhill,France,3,48.86666667,2.333333,,,1
1998,Bobsled,Men's Four,France,3,48.86666667,2.333333,,,1
1998,Figure Skating,Men's Singles,France,3,48.86666667,2.333333,,,1
1998,Nordic Combined,Men's Team,France,3,48.86666667,2.333333,,,1
1998,Alpine Skiing,Women's Downhill,Germany,1,52.51666667,13.4,1,,
1998,Alpine Skiing,Women's Slalom,Germany,1,52.51666667,13.4,1,,
1998,Bobsled,Men's Four,Germany,1,52.51666667,13.4,1,,
1998,Luge,Men's Singles,Germany,1,52.51666667,13.4,1,,
1998,Luge,Men's Doubles,Germany,1,52.51666667,13.4,1,,
1998,Luge,Women's Singles,Germany,1,52.51666667,13.4,1,,
1998,Snowboarding,Women's Halfpipe,Germany,1,52.51666667,13.4,1,,
1998,Speedskating,"Women's 3,000 Meters",Germany,1,52.51666667,13.4,1,,
1998,Speedskating,"Women's 5,000 Meters",Germany,1,52.51666667,13.4,1,,
1998,Biathlon,Women's 7.5-Kilometer Sprint,Germany,2,52.51666667,13.4,,1,
1998,Freestyle Skiing,Women's Moguls,Germany,2,52.51666667,13.4,,1,
1998,Luge,Women's Singles,Germany,2,52.51666667,13.4,,1,
1998,Speedskating,"Women's 1,500 Meters",Germany,2,52.51666667,13.4,,1,
1998,Speedskating,"Women's 3,000 Meters",Germany,2,52.51666667,13.4,,1,
1998,Speedskating,"Women's 5,000 Meters",Germany,2,52.51666667,13.4,,1,
1998,Alpine Skiing,Women's Giant Slalom,Germany,3,52.51666667,13.4,,,1
1998,Biathlon,Women's 7.5-Kilometer Sprint,Germany,3,52.51666667,13.4,,,1
1998,Bobsled,Men's Two,Germany,3,52.51666667,13.4,,,1
1998,Figure Skating,Mixed Pairs,Germany,3,52.51666667,13.4,,,1
1998,Luge,Men's Singles,Germany,3,52.51666667,13.4,,,1
1998,Speedskating,"Women's 3,000 Meters",Germany,3,52.51666667,13.4,,,1
1998,Bobsled,Men's Four,Great Britain,3,51.5,-0.083333,,,1
1998,Alpine Skiing,Women's Giant Slalom,Italy,1,41.9,12.483333,1,,
1998,Bobsled,Men's Two,Italy,1,41.9,12.483333,1,,
1998,Alpine Skiing,Women's Slalom,Italy,2,41.9,12.483333,,1,
1998,Biathlon,Men's 20 Kilometers,Italy,2,41.9,12.483333,,1,
1998,Cross-Country Skiing,Women's 30 Kilometers,Italy,2,41.9,12.483333,,1,
1998,Luge,Men's Singles,Italy,2,41.9,12.483333,,1,
1998,Freestyle Skiing,Women's Moguls,Japan,1,35.68333333,139.75,1,,
1998,Short-Track Speedskating,Men's 500 Meters,Japan,1,35.68333333,139.75,1,,
1998,Ski Jumping,"Men's Large Hill, Individual",Japan,1,35.68333333,139.75,1,,
1998,Speedskating,Men's 500 Meters,Japan,1,35.68333333,139.75,1,,
1998,Short-Track Speedskating,Men's 500 Meters,Japan,3,35.68333333,139.75,,,1
1998,Ski Jumping,"Men's Large Hill, Individual",Japan,3,35.68333333,139.75,,,1
1998,Speedskating,"Men's 1,000 Meters",Japan,3,35.68333333,139.75,,,1
1998,Speedskating,Women's 500 Meters,Japan,3,35.68333333,139.75,,,1
1998,Speedskating,"Women's 5,000 Meters",Kazakhstan,3,51.16666667,71.416667,,,1
1998,Speedskating,"Men's 1,000 Meters",Netherlands,1,52.35,4.916667,1,,
1998,Speedskating,"Men's 5,000 Meters",Netherlands,1,52.35,4.916667,1,,
1998,Speedskating,"Men's 10,000 Meters",Netherlands,1,52.35,4.916667,1,,
1998,Speedskating,"Women's 1,000 Meters",Netherlands,1,52.35,4.916667,1,,
1998,Speedskating,"Women's 1,500 Meters",Netherlands,1,52.35,4.916667,1,,
1998,Speedskating,"Men's 1,000 Meters",Netherlands,2,52.35,4.916667,,1,
1998,Speedskating,"Men's 1,500 Meters",Netherlands,2,52.35,4.916667,,1,
1998,Speedskating,"Men's 5,000 Meters",Netherlands,2,52.35,4.916667,,1,
1998,Speedskating,"Men's 10,000 Meters",Netherlands,2,52.35,4.916667,,1,
1998,Speedskating,"Men's 1,500 Meters",Netherlands,3,52.35,4.916667,,,1
1998,Speedskating,"Men's 10,000 Meters",Netherlands,3,52.35,4.916667,,,1
1998,Alpine Skiing,Men's Slalom,Norway,1,59.91666667,10.75,1,,
1998,Biathlon,Men's 10-Kilometer Sprint,Norway,1,59.91666667,10.75,1,,
1998,Biathlon,Men's 20 Kilometers,Norway,1,59.91666667,10.75,1,,
1998,Cross-Country Skiing,Men's 50 Kilometers,Norway,1,59.91666667,10.75,1,,
1998,Nordic Combined,Men's Team,Norway,1,59.91666667,10.75,1,,
1998,Speedskating,"Men's 1,500 Meters",Norway,1,59.91666667,10.75,1,,
1998,Alpine Skiing,Men's Downhill,Norway,2,59.91666667,10.75,,1,
1998,Alpine Skiing,Men's Slalom,Norway,2,59.91666667,10.75,,1,
1998,Biathlon,Men's 10-Kilometer Sprint,Norway,2,59.91666667,10.75,,1,
1998,Snowboarding,Men's Halfpipe,Norway,2,59.91666667,10.75,,1,
1998,Snowboarding,Women's Halfpipe,Norway,2,59.91666667,10.75,,1,
1998,Curling,Men's Curling,Norway,3,59.91666667,10.75,,,1
1998,Freestyle Skiing,Women's Moguls,Norway,3,59.91666667,10.75,,,1
1998,Biathlon,Women's 7.5-Kilometer Sprint,Russia,1,55.75,37.6,1,,
1998,Cross-Country Skiing,Women's 30 Kilometers,Russia,1,55.75,37.6,1,,
1998,Figure Skating,Men's Singles,Russia,1,55.75,37.6,1,,
1998,Figure Skating,Mixed Pairs,Russia,1,55.75,37.6,1,,
1998,Figure Skating,Mixed Pairs,Russia,2,55.75,37.6,,1,
1998,Ice Hockey,Men's Ice Hockey,Russia,2,55.75,37.6,,1,
1998,Cross-Country Skiing,Women's 30 Kilometers,Russia,3,55.75,37.6,,,1
1998,Short-Track Speedskating,"Men's 1,000 Meters",South Korea,1,37.55,126.983333,1,,
1998,Short-Track Speedskating,"Women's 1,000 Meters",South Korea,1,37.55,126.983333,1,,
1998,Short-Track Speedskating,"Women's 3,000-Meter Relay",South Korea,1,37.55,126.983333,1,,
1998,Short-Track Speedskating,"Men's 5,000-Meter Relay",South Korea,2,37.55,126.983333,,1,
1998,Short-Track Speedskating,Women's 500 Meters,South Korea,3,37.55,126.983333,,,1
1998,Short-Track Speedskating,"Women's 1,000 Meters",South Korea,3,37.55,126.983333,,,1
1998,Alpine Skiing,Women's Downhill,Sweden,2,59.33333333,18.05,,1,
1998,Cross-Country Skiing,Men's 50 Kilometers,Sweden,2,59.33333333,18.05,,1,
1998,Curling,Women's Curling,Sweden,3,59.33333333,18.05,,,1
1998,Curling,Men's Curling,Switzerland,1,46.91666667,7.466667,1,,
1998,Snowboarding,Men's Halfpipe,Switzerland,1,46.91666667,7.466667,1,,
1998,Alpine Skiing,Men's Super G,Switzerland,2,46.91666667,7.466667,,1,
1998,Bobsled,Men's Four,Switzerland,2,46.91666667,7.466667,,1,
1998,Alpine Skiing,Men's Giant Slalom,Switzerland,3,46.91666667,7.466667,,,1
1998,Freestyle Skiing,Women's Aerials,Switzerland,3,46.91666667,7.466667,,,1
1998,Alpine Skiing,Women's Super G,United States,1,38.9072,-77.0369,1,,
1998,Figure Skating,Women's Singles,United States,1,38.9072,-77.0369,1,,
1998,Freestyle Skiing,Men's Moguls,United States,1,38.9072,-77.0369,1,,
1998,Freestyle Skiing,Men's Aerials,United States,1,38.9072,-77.0369,1,,
1998,Freestyle Skiing,Women's Aerials,United States,1,38.9072,-77.0369,1,,
1998,Ice Hockey,Women's Ice Hockey,United States,1,38.9072,-77.0369,1,,
1998,Figure Skating,Women's Singles,United States,2,38.9072,-77.0369,,1,
1998,Luge,Men's Doubles,United States,2,38.9072,-77.0369,,1,
1998,Speedskating,"Women's 1,000 Meters",United States,2,38.9072,-77.0369,,1,
1998,Luge,Men's Doubles,United States,3,38.9072,-77.0369,,,1
1998,Snowboarding,Men's Halfpipe,United States,3,38.9072,-77.0369,,,1
1998,Snowboarding,Women's Halfpipe,United States,3,38.9072,-77.0369,,,1
1998,Speedskating,"Women's 1,500 Meters",United States,3,38.9072,-77.0369,,,1
2002,Freestyle Skiing,Women's Aerials,Australia,1,-35.26666667,149.133333,1,,
2002,Short-Track Speedskating,"Men's 1,000 Meters",Australia,1,-35.26666667,149.133333,1,,
2002,Alpine Skiing,Men's Downhill,Austria,1,48.2,16.366667,1,,
2002,Alpine Skiing,Men's Giant Slalom,Austria,1,48.2,16.366667,1,,
2002,Alpine Skiing,Men's Super G,Austria,2,48.2,16.366667,,1,
2002,Skeleton,Men's Skeleton,Austria,2,48.2,16.366667,,1,
2002,Alpine Skiing,Men's Downhill,Austria,3,48.2,16.366667,,,1
2002,Alpine Skiing,Men's Super G,Austria,3,48.2,16.366667,,,1
2002,Alpine Skiing,Men's Slalom,Austria,3,48.2,16.366667,,,1
2002,Alpine Skiing,Women's Downhill,Austria,3,48.2,16.366667,,,1
2002,Biathlon,Men's 10-Kilometer Sprint,Austria,3,48.2,16.366667,,,1
2002,Luge,Men's Singles,Austria,3,48.2,16.366667,,,1
2002,Nordic Combined,Men's Team,Austria,3,48.2,16.366667,,,1
2002,Freestyle Skiing,Men's Aerials,Belarus,3,53.9,27.566667,,,1
2002,Short-Track Speedskating,Women's 500 Meters,Bulgaria,2,42.68333333,23.316667,,1,
2002,Biathlon,Women's 10-Kilometer pursuit,Bulgaria,3,42.68333333,23.316667,,,1
2002,Short-Track Speedskating,"Women's 1,500 Meters",Bulgaria,3,42.68333333,23.316667,,,1
2002,Figure Skating,Mixed Pairs,Canada,1,45.41666667,-75.7,1,,
2002,Ice Hockey,Men's Ice Hockey,Canada,1,45.41666667,-75.7,1,,
2002,Ice Hockey,Women's Ice Hockey,Canada,1,45.41666667,-75.7,1,,
2002,Short-Track Speedskating,Men's 500 Meters,Canada,1,45.41666667,-75.7,1,,
2002,Short-Track Speedskating,"Men's 5,000-Meter Relay",Canada,1,45.41666667,-75.7,1,,
2002,Speedskating,Women's 500 Meters,Canada,1,45.41666667,-75.7,1,,
2002,Curling,Men's Curling,Canada,2,45.41666667,-75.7,,1,
2002,Freestyle Skiing,Women's Aerials,Canada,2,45.41666667,-75.7,,1,
2002,Short-Track Speedskating,Men's 500 Meters,Canada,2,45.41666667,-75.7,,1,
2002,Curling,Women's Curling,Canada,3,45.41666667,-75.7,,,1
2002,Freestyle Skiing,Women's Aerials,Canada,3,45.41666667,-75.7,,,1
2002,Short-Track Speedskating,"Men's 1,000 Meters",Canada,3,45.41666667,-75.7,,,1
2002,Short-Track Speedskating,"Men's 1,500 Meters",Canada,3,45.41666667,-75.7,,,1
2002,Short-Track Speedskating,"Women's 3,000-Meter Relay",Canada,3,45.41666667,-75.7,,,1
2002,Speedskating,"Women's 3,000 Meters",Canada,3,45.41666667,-75.7,,,1
2002,Speedskating,"Women's 5,000 Meters",Canada,3,45.41666667,-75.7,,,1
2002,Short-Track Speedskating,Women's 500 Meters,China,1,39.91666667,116.383333,1,,
2002,Short-Track Speedskating,"Women's 1,000 Meters",China,1,39.91666667,116.383333,1,,
2002,Short-Track Speedskating,"Men's 1,500 Meters",China,2,39.91666667,116.383333,,1,
2002,Short-Track Speedskating,"Women's 3,000-Meter Relay",China,2,39.91666667,116.383333,,1,
2002,Figure Skating,Mixed Pairs,China,3,39.91666667,116.383333,,,1
2002,Short-Track Speedskating,"Men's 5,000-Meter Relay",China,3,39.91666667,116.383333,,,1
2002,Short-Track Speedskating,Women's 500 Meters,China,3,39.91666667,116.383333,,,1
2002,Short-Track Speedskating,"Women's 1,000 Meters",China,3,39.91666667,116.383333,,,1
2002,Alpine Skiing,Women's Giant Slalom,Croatia,1,45.8,16,1,,
2002,Alpine Skiing,Women's Slalom,Croatia,1,45.8,16,1,,
2002,Alpine Skiing,Women's Super G,Croatia,2,45.8,16,,1,
2002,Freestyle Skiing,Men's Aerials,Czech Republic,1,50.08333333,14.466667,1,,
2002,Cross-Country Skiing,Men's 50 Kilometers,Estonia,2,59.43333333,24.716667,,1,
2002,Freestyle Skiing,Men's Moguls,Finland,1,60.16666667,24.933333,1,,
2002,Nordic Combined,Men's Team,Finland,1,60.16666667,24.933333,1,,
2002,Ski Jumping,"Men's Large Hill, Individual",Finland,3,60.16666667,24.933333,,,1
2002,Alpine Skiing,Men's Slalom,France,1,48.86666667,2.333333,1,,
2002,Alpine Skiing,Women's Downhill,France,1,48.86666667,2.333333,1,,
2002,Snowboarding,Women's Parallel Giant Slalom,France,1,48.86666667,2.333333,1,,
2002,Alpine Skiing,Men's Slalom,France,2,48.86666667,2.333333,,1,
2002,Alpine Skiing,Women's Slalom,France,2,48.86666667,2.333333,,1,
2002,Snowboarding,Women's Parallel Giant Slalom,France,2,48.86666667,2.333333,,1,
2002,Snowboarding,Women's Halfpipe,France,2,48.86666667,2.333333,,1,
2002,Freestyle Skiing,Men's Moguls,France,3,48.86666667,2.333333,,,1
2002,Biathlon,Women's 7.5-Kilometer Sprint,Germany,1,52.51666667,13.4,1,,
2002,Bobsled,Men's Two,Germany,1,52.51666667,13.4,1,,
2002,Bobsled,Men's Four,Germany,1,52.51666667,13.4,1,,
2002,Luge,Men's Doubles,Germany,1,52.51666667,13.4,1,,
2002,Luge,Women's Singles,Germany,1,52.51666667,13.4,1,,
2002,Speedskating,"Women's 1,500 Meters",Germany,1,52.51666667,13.4,1,,
2002,Speedskating,"Women's 3,000 Meters",Germany,1,52.51666667,13.4,1,,
2002,Speedskating,"Women's 5,000 Meters",Germany,1,52.51666667,13.4,1,,
2002,Biathlon,Men's 10-Kilometer Sprint,Germany,2,52.51666667,13.4,,1,
2002,Biathlon,Men's 20 Kilometers,Germany,2,52.51666667,13.4,,1,
2002,Biathlon,Women's 7.5-Kilometer Sprint,Germany,2,52.51666667,13.4,,1,
2002,Biathlon,Women's 10-Kilometer pursuit,Germany,2,52.51666667,13.4,,1,
2002,Bobsled,Women's Two,Germany,2,52.51666667,13.4,,1,
2002,Luge,Men's Singles,Germany,2,52.51666667,13.4,,1,
2002,Luge,Women's Singles,Germany,2,52.51666667,13.4,,1,
2002,Nordic Combined,Men's Team,Germany,2,52.51666667,13.4,,1,
2002,Speedskating,Women's 500 Meters,Germany,2,52.51666667,13.4,,1,
2002,Speedskating,"Women's 1,000 Meters",Germany,2,52.51666667,13.4,,1,
2002,Speedskating,"Women's 1,500 Meters",Germany,2,52.51666667,13.4,,1,
2002,Bobsled,Women's Two,Germany,3,52.51666667,13.4,,,1
2002,Luge,Women's Singles,Germany,3,52.51666667,13.4,,,1
2002,Speedskating,"Men's 5,000 Meters",Germany,3,52.51666667,13.4,,,1
2002,Speedskating,Women's 500 Meters,Germany,3,52.51666667,13.4,,,1
2002,Curling,Women's Curling,Great Britain,1,51.5,-0.083333,1,,
2002,Skeleton,Women's Skeleton,Great Britain,3,51.5,-0.083333,,,1
2002,Alpine Skiing,Women's Super G,Italy,1,41.9,12.483333,1,,
2002,Cross-Country Skiing,Women's 30 Kilometers,Italy,1,41.9,12.483333,1,,
2002,Luge,Men's Singles,Italy,1,41.9,12.483333,1,,
2002,Alpine Skiing,Women's Downhill,Italy,2,41.9,12.483333,,1,
2002,Cross-Country Skiing,Women's 30 Kilometers,Italy,2,41.9,12.483333,,1,
2002,Short-Track Speedskating,"Men's 5,000-Meter Relay",Italy,2,41.9,12.483333,,1,
2002,Alpine Skiing,Women's Super G,Italy,3,41.9,12.483333,,,1
2002,Cross-Country Skiing,Women's 10 Kilometers,Italy,3,41.9,12.483333,,,1
2002,Snowboarding,Women's Parallel Giant Slalom,Italy,3,41.9,12.483333,,,1
2002,Speedskating,Men's 500 Meters,Japan,2,35.68333333,139.75,,1,
2002,Freestyle Skiing,Women's Moguls,Japan,3,35.68333333,139.75,,,1
2002,Speedskating,"Men's 1,000 Meters",Netherlands,1,52.35,4.916667,1,,
2002,Speedskating,"Men's 5,000 Meters",Netherlands,1,52.35,4.916667,1,,
2002,Speedskating,"Men's 10,000 Meters",Netherlands,1,52.35,4.916667,1,,
2002,Speedskating,"Men's 1,000 Meters",Netherlands,2,52.35,4.916667,,1,
2002,Speedskating,"Men's 1,500 Meters",Netherlands,2,52.35,4.916667,,1,
2002,Speedskating,"Men's 10,000 Meters",Netherlands,2,52.35,4.916667,,1,
2002,Speedskating,"Women's 3,000 Meters",Netherlands,2,52.35,4.916667,,1,
2002,Speedskating,"Women's 5,000 Meters",Netherlands,2,52.35,4.916667,,1,
2002,Alpine Skiing,Men's Super G,Norway,1,59.91666667,10.75,1,,
2002,Biathlon,Men's 10-Kilometer Sprint,Norway,1,59.91666667,10.75,1,,
2002,Biathlon,Men's 20 Kilometers,Norway,1,59.91666667,10.75,1,,
2002,Cross-Country Skiing,Women's 10 Kilometers,Norway,1,59.91666667,10.75,1,,
2002,Curling,Men's Curling,Norway,1,59.91666667,10.75,1,,
2002,Freestyle Skiing,Women's Moguls,Norway,1,59.91666667,10.75,1,,
2002,Alpine Skiing,Men's Downhill,Norway,2,59.91666667,10.75,,1,
2002,Alpine Skiing,Men's Giant Slalom,Norway,3,59.91666667,10.75,,,1
2002,Cross-Country Skiing,Men's 50 Kilometers,Norway,3,59.91666667,10.75,,,1
2002,Cross-Country Skiing,Women's 30 Kilometers,Norway,3,59.91666667,10.75,,,1
2002,Speedskating,"Men's 1,500 Meters",Norway,3,59.91666667,10.75,,,1
2002,Speedskating,"Men's 10,000 Meters",Norway,3,59.91666667,10.75,,,1
2002,Ski Jumping,"Men's Large Hill, Individual",Poland,2,52.25,21,,1,
2002,Biathlon,Women's 10-Kilometer pursuit,Russia,1,55.75,37.6,1,,
2002,Cross-Country Skiing,Men's 50 Kilometers,Russia,1,55.75,37.6,1,,
2002,Figure Skating,Men's Singles,Russia,1,55.75,37.6,1,,
2002,Figure Skating,Mixed Pairs,Russia,1,55.75,37.6,1,,
2002,Cross-Country Skiing,Women's 10 Kilometers,Russia,2,55.75,37.6,,1,
2002,Figure Skating,Men's Singles,Russia,2,55.75,37.6,,1,
2002,Figure Skating,Women's Singles,Russia,2,55.75,37.6,,1,
2002,Biathlon,Men's 20 Kilometers,Russia,3,55.75,37.6,,,1
2002,Ice Hockey,Men's Ice Hockey,Russia,3,55.75,37.6,,,1
2002,Short-Track Speedskating,"Women's 1,500 Meters",South Korea,1,37.55,126.983333,1,,
2002,Short-Track Speedskating,"Women's 3,000-Meter Relay",South Korea,1,37.55,126.983333,1,,
2002,Short-Track Speedskating,"Women's 1,000 Meters",South Korea,2,37.55,126.983333,,1,
