Year,Sport,Event,Country,Medal Rank,Lat,Lon,Gold,Silver,Bronze
2002,Short-Track Speedskating,"Women's 1,500 Meters",South Korea,2,37.55,126.983333,,1,
2002,Alpine Skiing,Women's Giant Slalom,Sweden,2,59.33333333,18.05,,1,
2002,Snowboarding,Men's Parallel Giant Slalom,Sweden,2,59.33333333,18.05,,1,
2002,Alpine Skiing,Women's Slalom,Sweden,3,59.33333333,18.05,,,1
2002,Biathlon,Women's 7.5-Kilometer Sprint,Sweden,3,59.33333333,18.05,,,1
2002,Ice Hockey,Women's Ice Hockey,Sweden,3,59.33333333,18.05,,,1
2002,Ski Jumping,"Men's Large Hill, Individual",Switzerland,1,46.91666667,7.466667,1,,
2002,Snowboarding,Men's Parallel Giant Slalom,Switzerland,1,46.91666667,7.466667,1,,
2002,Bobsled,Men's Two,Switzerland,2,46.91666667,7.466667,,1,
2002,Curling,Women's Curling,Switzerland,2,46.91666667,7.466667,,1,
2002,Alpine Skiing,Women's Giant Slalom,Switzerland,3,46.91666667,7.466667,,,1
2002,Bobsled,Men's Two,Switzerland,3,46.91666667,7.466667,,,1
2002,Curling,Men's Curling,Switzerland,3,46.91666667,7.466667,,,1
2002,Skeleton,Men's Skeleton,Switzerland,3,46.91666667,7.466667,,,1
2002,Snowboarding,Women's Halfpipe,Switzerland,3,46.91666667,7.466667,,,1
2002,Bobsled,Women's Two,United States,1,38.9072,-77.0369,1,,
2002,Figure Skating,Women's Singles,United States,1,38.9072,-77.0369,1,,
2002,Short-Track Speedskating,"Men's 1,500 Meters",United States,1,38.9072,-77.0369,1,,
2002,Skeleton,Men's Skeleton,United States,1,38.9072,-77.0369,1,,
2002,Skeleton,Women's Skeleton,United States,1,38.9072,-77.0369,1,,
2002,Snowboarding,Men's Halfpipe,United States,1,38.9072,-77.0369,1,,
2002,Snowboarding,Women's Halfpipe,United States,1,38.9072,-77.0369,1,,
2002,Speedskating,Men's 500 Meters,United States,1,38.9072,-77.0369,1,,
2002,Speedskating,"Men's 1,500 Meters",United States,1,38.9072,-77.0369,1,,
2002,Speedskating,"Women's 1,000 Meters",United States,1,38.9072,-77.0369,1,,
2002,Alpine Skiing,Men's Giant Slalom,United States,2,38.9072,-77.0369,,1,
2002,Bobsled,Men's Four,United States,2,38.9072,-77.0369,,1,
2002,Freestyle Skiing,Men's Moguls,United States,2,38.9072,-77.0369,,1,
2002,Freestyle Skiing,Men's Aerials,United States,2,38.9072,-77.0369,,1,
2002,Freestyle Skiing,Women's Moguls,United States,2,38.9072,-77.0369,,1,
2002,Ice Hockey,Men's Ice Hockey,United States,2,38.9072,-77.0369,,1,
2002,Ice Hockey,Women's Ice Hockey,United States,2,38.9072,-77.0369,,1,
2002,Luge,Men's Doubles,United States,2,38.9072,-77.0369,,1,
2002,Short-Track Speedskating,"Men's 1,000 Meters",United States,2,38.9072,-77.0369,,1,
2002,Skeleton,Women's Skeleton,United States,2,38.9072,-77.0369,,1,
2002,Snowboarding,Men's Halfpipe,United States,2,38.9072,-77.0369,,1,
2002,Speedskating,"Men's 5,000 Meters",United States,2,38.9072,-77.0369,,1,
2002,Bobsled,Men's Four,United States,3,38.9072,-77.0369,,,1
2002,Figure Skating,Men's Singles,United States,3,38.9072,-77.0369,,,1
2002,Figure Skating,Women's Singles,United States,3,38.9072,-77.0369,,,1
2002,Luge,Men's Doubles,United States,3,38.9072,-77.0369,,,1
2002,Short-Track Speedskating,Men's 500 Meters,United States,3,38.9072,-77.0369,,,1
2002,Snowboarding,Men's Parallel Giant Slalom,United States,3,38.9072,-77.0369,,,1
2002,Snowboarding,Men's Halfpipe,United States,3,38.9072,-77.0369,,,1
2002,Speedskating,Men's 500 Meters,United States,3,38.9072,-77.0369,,,1
2002,Speedskating,"Men's 1,000 Meters",United States,3,38.9072,-77.0369,,,1
2002,Speedskating,"Women's 1,000 Meters",United States,3,38.9072,-77.0369,,,1
2002,Speedskating,"Women's 1,500 Meters",United States,3,38.9072,-77.0369,,,1
2006,Freestyle Skiing,Men's Moguls,Australia,1,-35.26666667,149.133333,1,,
2006,Freestyle Skiing,Women's Aerials,Australia,3,-35.26666667,149.133333,,,1
2006,Alpine Skiing,Men's Giant Slalom,Austria,1,48.2,16.366667,1,,
2006,Alpine Skiing,Men's Slalom,Austria,1,48.2,16.366667,1,,
2006,Alpine Skiing,Women's Downhill,Austria,1,48.2,16.366667,1,,
2006,Alpine Skiing,Women's Super G,Austria,1,48.2,16.366667,1,,
2006,Luge,Men's Doubles,Austria,1,48.2,16.366667,1,,
2006,Nordic Combined,Men's Team,Austria,1,48.2,16.366667,1,,
2006,Ski Jumping,"Men's Large Hill, Individual",Austria,1,48.2,16.366667,1,,
2006,Alpine Skiing,Men's Downhill,Austria,2,48.2,16.366667,,1,
2006,Alpine Skiing,Men's Super G,Austria,2,48.2,16.366667,,1,
2006,Alpine Skiing,Men's Slalom,Austria,2,48.2,16.366667,,1,
2006,Alpine Skiing,Women's Slalom,Austria,2,48.2,16.366667,,1,
2006,Ski Jumping,"Men's Large Hill, Individual",Austria,2,48.2,16.366667,,1,
2006,Alpine Skiing,Men's Giant Slalom,Austria,3,48.2,16.366667,,,1
2006,Alpine Skiing,Men's Slalom,Austria,3,48.2,16.366667,,,1
2006,Alpine Skiing,Women's Super G,Austria,3,48.2,16.366667,,,1
2006,Alpine Skiing,Women's Slalom,Austria,3,48.2,16.366667,,,1
2006,Cross-Country Skiing,Men's 50 Kilometers,Austria,3,48.2,16.366667,,,1
2006,Snowboarding,Men's Parallel Giant Slalom,Austria,3,48.2,16.366667,,,1
2006,Freestyle Skiing,Men's Aerials,Belarus,2,53.9,27.566667,,1,
2006,Short-Track Speedskating,Women's 500 Meters,Bulgaria,2,42.68333333,23.316667,,1,
2006,Curling,Men's Curling,Canada,1,45.41666667,-75.7,1,,
2006,Freestyle Skiing,Women's Moguls,Canada,1,45.41666667,-75.7,1,,
2006,Ice Hockey,Women's Ice Hockey,Canada,1,45.41666667,-75.7,1,,
2006,Skeleton,Men's Skeleton,Canada,1,45.41666667,-75.7,1,,
2006,Speedskating,"Women's 1,500 Meters",Canada,1,45.41666667,-75.7,1,,
2006,Speedskating,"Women's 5,000 Meters",Canada,1,45.41666667,-75.7,1,,
2006,Bobsled,Men's Two,Canada,2,45.41666667,-75.7,,1,
2006,Cross-Country Skiing,Women's Team Sprint,Canada,2,45.41666667,-75.7,,1,
2006,Short-Track Speedskating,Men's 500 Meters,Canada,2,45.41666667,-75.7,,1,
2006,Short-Track Speedskating,"Men's 5,000-Meter Relay",Canada,2,45.41666667,-75.7,,1,
2006,Short-Track Speedskating,"Women's 3,000-Meter Relay",Canada,2,45.41666667,-75.7,,1,
2006,Skeleton,Men's Skeleton,Canada,2,45.41666667,-75.7,,1,
2006,Speedskating,"Women's 1,000 Meters",Canada,2,45.41666667,-75.7,,1,
2006,Speedskating,"Women's 1,500 Meters",Canada,2,45.41666667,-75.7,,1,
2006,Curling,Women's Curling,Canada,3,45.41666667,-75.7,,,1
2006,Figure Skating,Men's Singles,Canada,3,45.41666667,-75.7,,,1
2006,Short-Track Speedskating,Women's 500 Meters,Canada,3,45.41666667,-75.7,,,1
2006,Skeleton,Women's Skeleton,Canada,3,45.41666667,-75.7,,,1
2006,Snowboarding,Women's Boardercross,Canada,3,45.41666667,-75.7,,,1
2006,Speedskating,"Women's 3,000 Meters",Canada,3,45.41666667,-75.7,,,1
2006,Speedskating,"Women's 5,000 Meters",Canada,3,45.41666667,-75.7,,,1
2006,Freestyle Skiing,Men's Aerials,China,1,39.91666667,116.383333,1,,
2006,Short-Track Speedskating,Women's 500 Meters,China,1,39.91666667,116.383333,1,,
2006,Figure Skating,Mixed Pairs,China,2,39.91666667,116.383333,,1,
2006,Freestyle Skiing,Women's Aerials,China,2,39.91666667,116.383333,,1,
2006,Short-Track Speedskating,"Women's 1,000 Meters",China,2,39.91666667,116.383333,,1,
2006,Speedskating,Women's 500 Meters,China,2,39.91666667,116.383333,,1,
2006,Figure Skating,Mixed Pairs,China,3,39.91666667,116.383333,,,1
2006,Short-Track Speedskating,"Men's 1,500 Meters",China,3,39.91666667,116.383333,,,1
2006,Short-Track Speedskating,"Women's 1,000 Meters",China,3,39.91666667,116.383333,,,1
2006,Short-Track Speedskating,"Women's 1,500 Meters",China,3,39.91666667,116.383333,,,1
2006,Speedskating,Women's 500 Meters,China,3,39.91666667,116.383333,,,1
2006,Alpine Skiing,Women's Super G,Croatia,2,45.8,16,,1,
2006,Cross-Country Skiing,Women's 30 Kilometers,Czech Republic,1,50.08333333,14.466667,1,,
2006,Ice Hockey,Men's Ice Hockey,Czech Republic,3,50.08333333,14.466667,,,1
2006,Cross-Country Skiing,Women's 10 Kilometers,Estonia,1,59.43333333,24.716667,1,,
2006,Alpine Skiing,Women's Giant Slalom,Finland,2,60.16666667,24.933333,,1,
2006,Curling,Men's Curling,Finland,2,60.16666667,24.933333,,1,
2006,Freestyle Skiing,Men's Moguls,Finland,2,60.16666667,24.933333,,1,
2006,Ice Hockey,Men's Ice Hockey,Finland,2,60.16666667,24.933333,,1,
2006,Cross-Country Skiing,Women's Team Sprint,Finland,3,60.16666667,24.933333,,,1
2006,Nordic Combined,Men's Team,Finland,3,60.16666667,24.933333,,,1
2006,Snowboarding,Men's Halfpipe,Finland,3,60.16666667,24.933333,,,1
2006,Alpine Skiing,Men's Downhill,France,1,48.86666667,2.333333,1,,
2006,Biathlon,Women's 7.5-Kilometer Sprint,France,1,48.86666667,2.333333,1,,
2006,Alpine Skiing,Men's Giant Slalom,France,2,48.86666667,2.333333,,1,
2006,Freestyle Skiing,Women's Moguls,France,3,48.86666667,2.333333,,,1
2006,Snowboarding,Men's Boardercross,France,3,48.86666667,2.333333,,,1
2006,Biathlon,Men's 10-Kilometer Sprint,Germany,1,52.51666667,13.4,1,,
2006,Biathlon,Men's 15-Kilometer Mass Start,Germany,1,52.51666667,13.4,1,,
2006,Biathlon,Men's 20 Kilometers,Germany,1,52.51666667,13.4,1,,
2006,Biathlon,Women's 10-Kilometer pursuit,Germany,1,52.51666667,13.4,1,,
2006,Bobsled,Men's Two,Germany,1,52.51666667,13.4,1,,
2006,Bobsled,Men's Four,Germany,1,52.51666667,13.4,1,,
2006,Bobsled,Women's Two,Germany,1,52.51666667,13.4,1,,
2006,Luge,Women's Singles,Germany,1,52.51666667,13.4,1,,
2006,Biathlon,Women's 10-Kilometer pursuit,Germany,2,52.51666667,13.4,,1,
2006,Luge,Men's Doubles,Germany,2,52.51666667,13.4,,1,
2006,Luge,Women's Singles,Germany,2,52.51666667,13.4,,1,
2006,Nordic Combined,Men's Team,Germany,2,52.51666667,13.4,,1,
2006,Snowboarding,Women's Parallel Giant Slalom,Germany,2,52.51666667,13.4,,1,
2006,Speedskating,"Women's 5,000 Meters",Germany,2,52.51666667,13.4,,1,
2006,Luge,Women's Singles,Germany,3,52.51666667,13.4,,,1
2006,Speedskating,"Women's 1,000 Meters",Germany,3,52.51666667,13.4,,,1
2006,Skeleton,Women's Skeleton,Great Britain,2,51.5,-0.083333,,1,
2006,Cross-Country Skiing,Men's 50 Kilometers,Italy,1,41.9,12.483333,1,,
2006,Luge,Men's Singles,Italy,1,41.9,12.483333,1,,
2006,Speedskating,"Men's 1,500 Meters",Italy,1,41.9,12.483333,1,,
2006,Bobsled,Women's Two,Italy,3,41.9,12.483333,,,1
2006,Luge,Men's Doubles,Italy,3,41.9,12.483333,,,1
2006,Short-Track Speedskating,"Women's 3,000-Meter Relay",Italy,3,41.9,12.483333,,,1
2006,Speedskating,"Men's 5,000 Meters",Italy,3,41.9,12.483333,,,1
2006,Figure Skating,Women's Singles,Japan,1,35.68333333,139.75,1,,
2006,Luge,Men's Singles,Latvia,3,56.95,24.1,,,1
2006,Speedskating,"Men's 10,000 Meters",Netherlands,1,52.35,4.916667,1,,
2006,Speedskating,"Women's 1,000 Meters",Netherlands,1,52.35,4.916667,1,,
2006,Speedskating,"Women's 3,000 Meters",Netherlands,1,52.35,4.916667,1,,
2006,Speedskating,"Men's 5,000 Meters",Netherlands,2,52.35,4.916667,,1,
2006,Speedskating,"Women's 3,000 Meters",Netherlands,2,52.35,4.916667,,1,
2006,Speedskating,"Men's 1,000 Meters",Netherlands,3,52.35,4.916667,,,1
2006,Speedskating,"Men's 10,000 Meters",Netherlands,3,52.35,4.916667,,,1
2006,Speedskating,"Women's 1,500 Meters",Netherlands,3,52.35,4.916667,,,1
2006,Alpine Skiing,Men's Super G,Norway,1,59.91666667,10.75,1,,
2006,Biathlon,Men's 10-Kilometer Sprint,Norway,2,59.91666667,10.75,,1,
2006,Biathlon,Men's 20 Kilometers,Norway,2,59.91666667,10.75,,1,
2006,Cross-Country Skiing,Men's Team Sprint,Norway,2,59.91666667,10.75,,1,
2006,Cross-Country Skiing,Women's 10 Kilometers,Norway,2,59.91666667,10.75,,1,
2006,Freestyle Skiing,Women's Moguls,Norway,2,59.91666667,10.75,,1,
2006,Biathlon,Men's 10-Kilometer Sprint,Norway,3,59.91666667,10.75,,,1
2006,Biathlon,Men's 15-Kilometer Mass Start,Norway,3,59.91666667,10.75,,,1
2006,Biathlon,Men's 20 Kilometers,Norway,3,59.91666667,10.75,,,1
2006,Cross-Country Skiing,Women's 10 Kilometers,Norway,3,59.91666667,10.75,,,1
2006,Ski Jumping,"Men's Large Hill, Individual",Norway,3,59.91666667,10.75,,,1
2006,Snowboarding,Women's Halfpipe,Norway,3,59.91666667,10.75,,,1
2006,Biathlon,Men's 15-Kilometer Mass Start,Poland,2,52.25,21,,1,
2006,Cross-Country Skiing,Women's 30 Kilometers,Poland,3,52.25,21,,,1
2006,Figure Skating,Men's Singles,Russia,1,55.75,37.6,1,,
2006,Figure Skating,Mixed Pairs,Russia,1,55.75,37.6,1,,
2006,Speedskating,Women's 500 Meters,Russia,1,55.75,37.6,1,,
2006,Bobsled,Men's Four,Russia,2,55.75,37.6,,1,
2006,Cross-Country Skiing,Men's 50 Kilometers,Russia,2,55.75,37.6,,1,
2006,Cross-Country Skiing,Women's 30 Kilometers,Russia,2,55.75,37.6,,1,
2006,Luge,Men's Singles,Russia,2,55.75,37.6,,1,
2006,Speedskating,Men's 500 Meters,Russia,2,55.75,37.6,,1,
2006,Biathlon,Women's 10-Kilometer pursuit,Russia,3,55.75,37.6,,,1
2006,Cross-Country Skiing,Men's Team Sprint,Russia,3,55.75,37.6,,,1
2006,Figure Skating,Women's Singles,Russia,3,55.75,37.6,,,1
2006,Freestyle Skiing,Men's Aerials,Russia,3,55.75,37.6,,,1
2006,Snowboarding,Men's Boardercross,Slovakia,2,48.15,17.116667,,1,
2006,Short-Track Speedskating,"Men's 1,000 Meters",South Korea,1,37.55,126.983333,1,,
2006,Short-Track Speedskating,"Men's 1,500 Meters",South Korea,1,37.55,126.983333,1,,
2006,Short-Track Speedskating,"Men's 5,000-Meter Relay",South Korea,1,37.55,126.983333,1,,
2006,Short-Track Speedskating,"Women's 1,000 Meters",South Korea,1,37.55,126.983333,1,,
2006,Short-Track Speedskating,"Women's 1,500 Meters",South Korea,1,37.55,126.983333,1,,
2006,Short-Track Speedskating,"Women's 3,000-Meter Relay",South Korea,1,37.55,126.983333,1,,
2006,Short-Track Speedskating,"Men's 1,000 Meters",South Korea,2,37.55,126.983333,,1,
2006,Short-Track Speedskating,"Men's 1,500 Meters",South Korea,2,37.55,126.983333,,1,
2006,Short-Track Speedskating,"Women's 1,500 Meters",South Korea,2,37.55,126.983333,,1,
2006,Short-Track Speedskating,Men's 500 Meters,South Korea,3,37.55,126.983333,,,1
2006,Speedskating,Men's 500 Meters,South Korea,3,37.55,126.983333,,,1
2006,Alpine Skiing,Women's Slalom,Sweden,1,59.33333333,18.05,1,,
2006,Cross-Country Skiing,Men's Team Sprint,Sweden,1,59.33333333,18.05,1,,
2006,Cross-Country Skiing,Women's Team Sprint,Sweden,1,59.33333333,18.05,1,,
2006,Curling,Women's Curling,Sweden,1,59.33333333,18.05,1,,
2006,Ice Hockey,Men's Ice Hockey,Sweden,1,59.33333333,18.05,1,,
2006,Biathlon,Women's 7.5-Kilometer Sprint,Sweden,2,59.33333333,18.05,,1,
2006,Ice Hockey,Women's Ice Hockey,Sweden,2,59.33333333,18.05,,1,
2006,Alpine Skiing,Women's Downhill,Sweden,3,59.33333333,18.05,,,1
2006,Alpine Skiing,Women's Giant Slalom,Sweden,3,59.33333333,18.05,,,1
2006,Freestyle Skiing,Women's Aerials,Switzerland,1,46.91666667,7.466667,1,,
2006,Skeleton,Women's Skeleton,Switzerland,1,46.91666667,7.466667,1,,
2006,Snowboarding,Men's Parallel Giant Slalom,Switzerland,1,46.91666667,7.466667,1,,
2006,Snowboarding,Women's Parallel Giant Slalom,Switzerland,1,46.91666667,7.466667,1,,
2006,Snowboarding,Women's Boardercross,Switzerland,1,46.91666667,7.466667,1,,
2006,Alpine Skiing,Women's Downhill,Switzerland,2,46.91666667,7.466667,,1,
2006,Curling,Women's Curling,Switzerland,2,46.91666667,7.466667,,1,
2006,Figure Skating,Men's Singles,Switzerland,2,46.91666667,7.466667,,1,
2006,Snowboarding,Men's Parallel Giant Slalom,Switzerland,2,46.91666667,7.466667,,1,
2006,Alpine Skiing,Men's Downhill,Switzerland,3,46.91666667,7.466667,,,1
2006,Alpine Skiing,Men's Super G,Switzerland,3,46.91666667,7.466667,,,1
2006,Bobsled,Men's Two,Switzerland,3,46.91666667,7.466667,,,1
2006,Bobsled,Men's Four,Switzerland,3,46.91666667,7.466667,,,1
2006,Skeleton,Men's Skeleton,Switzerland,3,46.91666667,7.466667,,,1
2006,Biathlon,Women's 7.5-Kilometer Sprint,Ukraine,3,50.43333333,30.516667,,,1
2006,Alpine Skiing,Women's Giant Slalom,United States,1,38.9072,-77.0369,1,,
2006,Short-Track Speedskating,Men's 500 Meters,United States,1,38.9072,-77.0369,1,,
2006,Snowboarding,Men's Halfpipe,United States,1,38.9072,-77.0369,1,,
2006,Snowboarding,Men's Boardercross,United States,1,38.9072,-77.0369,1,,
2006,Snowboarding,Women's Halfpipe,United States,1,38.9072,-77.0369,1,,
2006,Speedskating,Men's 500 Meters,United States,1,38.9072,-77.0369,1,,
2006,Speedskating,"Men's 1,000 Meters",United States,1,38.9072,-77.0369,1,,
2006,Speedskating,"Men's 5,000 Meters",United States,1,38.9072,-77.0369,1,,
2006,Bobsled,Women's Two,United States,2,38.9072,-77.0369,,1,
2006,Figure Skating,Women's Singles,United States,2,38.9072,-77.0369,,1,
2006,Snowboarding,Men's Halfpipe,United States,2,38.9072,-77.0369,,1,
2006,Snowboarding,Women's Halfpipe,United States,2,38.9072,-77.0369,,1,
2006,Snowboarding,Women's Boardercross,United States,2,38.9072,-77.0369,,1,
2006,Speedskating,"Men's 1,000 Meters",United States,2,38.9072,-77.0369,,1,
2006,Speedskating,"Men's 1,500 Meters",United States,2,38.9072,-77.0369,,1,
2006,Speedskating,"Men's 10,000 Meters",United States,2,38.9072,-77.0369,,1,
2006,Curling,Men's Curling,United States,3,38.9072,-77.0369,,,1
2006,Freestyle Skiing,Men's Moguls,United States,3,38.9072,-77.0369,,,1
2006,Ice Hockey,Women's Ice Hockey,United States,3,38.9072,-77.0369,,,1
2006,Short-Track Speedskating,"Men's 1,000 Meters",United States,3,38.9072,-77.0369,,,1
2006,Short-Track Speedskating,"Men's 5,000-Meter Relay",United States,3,38.9072,-77.0369,,,1
2006,Snowboarding,Women's Parallel Giant Slalom,United States,3,38.9072,-77.0369,,,1
2006,Speedskating,"Men's 1,500 Meters",United States,3,38.9072,-77.0369,,,1
2010,Freestyle Skiing,Women's Aerials,Australia,1,-35.26666667,149.133333,1,,
2010,Snowboarding,Women's Halfpipe,Australia,1,-35.26666667,149.133333,1,,
2010,Freestyle Skiing,Men's Moguls,Australia,2,-35.26666667,149.133333,,1,
2010,Alpine Skiing,Women's Super G,Austria,1,48.2,16.366667,1,,
2010,Luge,Men's Doubles,Austria,1,48.2,16.366667,1,,
2010,Nordic Combined,Men's Team,Austria,1,48.2,16.366667,1,,
2010,Alpine Skiing,Women's Slalom,Austria,2,48.2,16.366667,,1,
2010,Freestyle Skiing,Men's Ski Cross,Austria,2,48.2,16.366667,,1,
2010,Luge,Women's Singles,Austria,2,48.2,16.366667,,1,
2010,Snowboarding,Men's Parallel Giant Slalom,Austria,2,48.2,16.366667,,1,
2010,Alpine Skiing,Women's Downhill,Austria,3,48.2,16.366667,,,1
2010,Alpine Skiing,Women's Giant Slalom,Austria,3,48.2,16.366667,,,1
2010,Ski Jumping,"Men's Large Hill, Individual",Austria,3,48.2,16.366667,,,1
2010,Snowboarding,Women's Parallel Giant Slalom,Austria,3,48.2,16.366667,,,1
2010,Freestyle Skiing,Men's Aerials,Belarus,1,53.9,27.566667,1,,
2010,Biathlon,Men's 20 Kilometers,Belarus,2,53.9,27.566667,,1,
2010,Bobsled,Women's Two,Canada,1,45.41666667,-75.7,1,,
2010,Curling,Men's Curling,Canada,1,45.41666667,-75.7,1,,
2010,Freestyle Skiing,Men's Moguls,Canada,1,45.41666667,-75.7,1,,
2010,Freestyle Skiing,Women's Ski Cross,Canada,1,45.41666667,-75.7,1,,
2010,Ice Hockey,Men's Ice Hockey,Canada,1,45.41666667,-75.7,1,,
2010,Ice Hockey,Women's Ice Hockey,Canada,1,45.41666667,-75.7,1,,
2010,Short-Track Speedskating,Men's 500 Meters,Canada,1,45.41666667,-75.7,1,,
2010,Short-Track Speedskating,"Men's 5,000-Meter Relay",Canada,1,45.41666667,-75.7,1,,
2010,Skeleton,Men's Skeleton,Canada,1,45.41666667,-75.7,1,,
2010,Snowboarding,Men's Parallel Giant Slalom,Canada,1,45.41666667,-75.7,1,,
2010,Snowboarding,Women's Boardercross,Canada,1,45.41666667,-75.7,1,,
2010,Speedskating,"Women's 1,000 Meters",Canada,1,45.41666667,-75.7,1,,
2010,Bobsled,Women's Two,Canada,2,45.41666667,-75.7,,1,
2010,Curling,Women's Curling,Canada,2,45.41666667,-75.7,,1,
2010,Freestyle Skiing,Women's Moguls,Canada,2,45.41666667,-75.7,,1,
2010,Short-Track Speedskating,Women's 500 Meters,Canada,2,45.41666667,-75.7,,1,
2010,Short-Track Speedskating,"Women's 3,000-Meter Relay",Canada,2,45.41666667,-75.7,,1,
2010,Snowboarding,Men's Boardercross,Canada,2,45.41666667,-75.7,,1,
2010,Speedskating,"Women's 1,500 Meters",Canada,2,45.41666667,-75.7,,1,
2010,Bobsled,Men's Four,Canada,3,45.41666667,-75.7,,,1
2010,Figure Skating,Women's Singles,Canada,3,45.41666667,-75.7,,,1
2010,Short-Track Speedskating,Men's 500 Meters,Canada,3,45.41666667,-75.7,,,1
2010,Speedskating,"Women's 3,000 Meters",Canada,3,45.41666667,-75.7,,,1
2010,Speedskating,"Women's 5,000 Meters",Canada,3,45.41666667,-75.7,,,1
2010,Figure Skating,Mixed Pairs,China,1,39.91666667,116.383333,1,,
2010,Short-Track Speedskating,Women's 500 Meters,China,1,39.91666667,116.383333,1,,
2010,Short-Track Speedskating,"Women's 1,000 Meters",China,1,39.91666667,116.383333,1,,
2010,Short-Track Speedskating,"Women's 1,500 Meters",China,1,39.91666667,116.383333,1,,
2010,Short-Track Speedskating,"Women's 3,000-Meter Relay",China,1,39.91666667,116.383333,1,,
2010,Figure Skating,Mixed Pairs,China,2,39.91666667,116.383333,,1,
2010,Freestyle Skiing,Women's Aerials,China,2,39.91666667,116.383333,,1,
2010,Curling,Women's Curling,China,3,39.91666667,116.383333,,,1
2010,Freestyle Skiing,Men's Aerials,China,3,39.91666667,116.383333,,,1
2010,Freestyle Skiing,Women's Aerials,China,3,39.91666667,116.383333,,,1
2010,Speedskating,Women's 500 Meters,China,3,39.91666667,116.383333,,,1
2010,Alpine Skiing,Men's Slalom,Croatia,2,45.8,16,,1,
2010,Biathlon,Men's 10-Kilometer Sprint,Croatia,3,45.8,16,,,1
2010,Speedskating,"Women's 3,000 Meters",Czech Republic,1,50.08333333,14.466667,1,,
2010,Speedskating,"Women's 5,000 Meters",Czech Republic,1,50.08333333,14.466667,1,,
2010,Alpine Skiing,Women's Slalom,Czech Republic,3,50.08333333,14.466667,,,1
2010,Speedskating,"Women's 1,500 Meters",Czech Republic,3,50.08333333,14.466667,,,1
2010,Cross-Country Skiing,Women's 10 Kilometers,Estonia,2,59.43333333,24.716667,,1,
2010,Snowboarding,Men's Halfpipe,Finland,2,60.16666667,24.933333,,1,
2010,Cross-Country Skiing,Women's 30 Kilometers,Finland,3,60.16666667,24.933333,,,1
2010,Ice Hockey,Men's Ice Hockey,Finland,3,60.16666667,24.933333,,,1
2010,Ice Hockey,Women's Ice Hockey,Finland,3,60.16666667,24.933333,,,1
2010,Biathlon,Men's 10-Kilometer Sprint,France,1,48.86666667,2.333333,1,,
2010,Biathlon,Men's 15-Kilometer Mass Start,France,2,48.86666667,2.333333,,1,
2010,Snowboarding,Women's Boardercross,France,2,48.86666667,2.333333,,1,
2010,Biathlon,Women's 7.5-Kilometer Sprint,France,3,48.86666667,2.333333,,,1
2010,Biathlon,Women's 10-Kilometer pursuit,France,3,48.86666667,2.333333,,,1
2010,Freestyle Skiing,Women's Ski Cross,France,3,48.86666667,2.333333,,,1
2010,Snowboarding,Men's Parallel Giant Slalom,France,3,48.86666667,2.333333,,,1
2010,Snowboarding,Men's Boardercross,France,3,48.86666667,2.333333,,,1
2010,Alpine Skiing,Women's Giant Slalom,Germany,1,52.51666667,13.4,1,,
2010,Alpine Skiing,Women's Slalom,Germany,1,52.51666667,13.4,1,,
2010,Biathlon,Women's 10-Kilometer pursuit,Germany,1,52.51666667,13.4,1,,
2010,Bobsled,Men's Two,Germany,1,52.51666667,13.4,1,,
2010,Cross-Country Skiing,Women's Team Sprint,Germany,1,52.51666667,13.4,1,,
2010,Luge,Men's Singles,Germany,1,52.51666667,13.4,1,,
2010,Luge,Women's Singles,Germany,1,52.51666667,13.4,1,,
2010,Biathlon,Women's 7.5-Kilometer Sprint,Germany,2,52.51666667,13.4,,1,
2010,Bobsled,Men's Two,Germany,2,52.51666667,13.4,,1,
2010,Bobsled,Men's Four,Germany,2,52.51666667,13.4,,1,
2010,Cross-Country Skiing,Men's 50 Kilometers,Germany,2,52.51666667,13.4,,1,
2010,Cross-Country Skiing,Men's Team Sprint,Germany,2,52.51666667,13.4,,1,
2010,Luge,Men's Singles,Germany,2,52.51666667,13.4,,1,
2010,Skeleton,Women's Skeleton,Germany,2,52.51666667,13.4,,1,
2010,Speedskating,Women's 500 Meters,Germany,2,52.51666667,13.4,,1,
2010,Speedskating,"Women's 3,000 Meters",Germany,2,52.51666667,13.4,,1,
2010,Speedskating,"Women's 5,000 Meters",Germany,2,52.51666667,13.4,,1,
2010,Figure Skating,Mixed Pairs,Germany,3,52.51666667,13.4,,,1
2010,Luge,Men's Doubles,Germany,3,52.51666667,13.4,,,1
2010,Luge,Women's Singles,Germany,3,52.51666667,13.4,,,1
2010,Nordic Combined,Men's Team,Germany,3,52.51666667,13.4,,,1
2010,Skeleton,Women's Skeleton,Germany,3,52.51666667,13.4,,,1
2010,Skeleton,Women's Skeleton,Great Britain,1,51.5,-0.083333,1,,
2010,Alpine Skiing,Men's Slalom,Italy,1,41.9,12.483333,1,,
2010,Luge,Men's Singles,Italy,3,41.9,12.483333,,,1
2010,Short-Track Speedskating,Women's 500 Meters,Italy,3,41.9,12.483333,,,1
2010,Figure Skating,Women's Singles,Japan,2,35.68333333,139.75,,1,
2010,Speedskating,Men's 500 Meters,Japan,2,35.68333333,139.75,,1,
2010,Figure Skating,Men's Singles,Japan,3,35.68333333,139.75,,,1
2010,Speedskating,Men's 500 Meters,Japan,3,35.68333333,139.75,,,1
2010,Luge,Men's Doubles,Latvia,2,56.95,24.1,,1,
