Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,250721821.553678,264579879.784878,295118249.324932,345602025.375393,376094108.475331,474620439.58496,527936988.791275,625573345.532174,793675169.878579,1001300838.32335,1250242107.87969,1243469360.56838,1234518125,1165771369.00625,1101828568.76804,1117835285.50512,1435079200.34957,1751247763.41948,2019474244.19359,2118574772.11136,2547163582.33149,2750041434.26295,3021910216.71827,2709178326.78271,2998570146.54095,3720400535.01945,3822882801.33397,3793418418.41842,4010571223.3396,4121350731.81231,4069515579.07114,4088368978.34589,4470446391.44639,5448415500.17071,6098092551.07125,6416184181.07201,6778324049.68009,7925371475.49959,9090406767.24769,8696366907.4743,9035932122.49768,9638916481.06904,9462238211.48657,10551661176.7831,11626281387.0068,11091434483.5238,11721521912.7202,13221298307.8894,14864712990.1631,15215714309.0974,14647384607.604
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13040000000,14160000000,15200000000,16960000000,20080000000,21840000000,24320000000,26560000000,29360000000,32480000000,35520000000,39200000000,45200000000,55280000000,72000000000,88000000000,89025974025.974,81814159292.0354,102500000000,134561403508.772,205139086956.522,263959336734.694,184609157801.418,156159198584.513,184261495828.367,195219789801.479,134550096436.744,147540738281.817,181611549975.804,221400669713.589,261253582805.945,313142768453.485,363157598242.27,500736065605.341,527813238126.278,360073909243.855,410975595310.156,500413483109.175,526502129378.284,600232874042.927,707906744574.644,756706300589.791,772106378935.377,729336319677.449,782240601984.76,877476221382.101,975387131716.089,1052696282278.87,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222408203104.3,1269433932805.91,1073915880822.5
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1752979926.41489,1695122173.91304,1930081168.83117,1698717504.65549,1170782957.37443,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988348836.471,3408244549.19999,4401189466.14058,6054849884.52656,5439422031.39627,6974960345.3712,8414360656.29632,8709165249.26928,9496684701.43325,9510219299.49557,7745231660.33425,8071480540.86068,9669759987.02633,11456728401.3069,11970233939.8808,11915547262.6561
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,293073868.038497,327651487.974965,402460333.247989,523552815.099552,563939670.684242,711922994.25844,735339911.91765,811250927.388123,1000535735.37664,1209898293.39444,1378130995.60185,1205166025.47602,1143229071.83219,1092551781.03673,1037314956.23209,1082851076.49699,1515209588.20845,1839095595.29143,2000674667.1353,2010116851.24167,2481316053.96507,2480598883.85071,2737192565.05576,2574302409.08038,2720310018.90359,3130462610.06703,3137673291.44762,2840175545.06631,2934498443.40672,2906093756.65885,2647885848.5351,2718868306.01093,2968987019.23077,3601321064.55266,4137913500,4203084193.50827,4582988332.70606,5867916780.72817,6476490405.74191,5451653237.01028,5367625613.15127,6088808463.25167,5743029680.07195,6555983530.34932,7069616048.89066,6261622101.40908,6472990923.1791,6431314957.07185,7194024563.06094,7383745662.15157,6816219303.25528
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2310099100,2552401933.33333,2725736633.33333,2098734600,2186505475,2896178866.66667,3020611600,3204461566.66667,3576966800,2560785660,2379018326.31579,1317611863.84977,768401634.154573,925817092.217484,1452165005.2384,1345719472.35883,1180934202.83801,1124440248.9783,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471532.01083,3414055566.1138,4234999823.30839,5623216448.86852,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11619892396.0767,11181350461.4723,11480847745.3187,13178094459.4548,14206359006.8095,13312981594.573
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,984297589.359934,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680711743.77224,4545674527.61096,4159330369.5471,4143033275.88493,4544516982.18263,4087725812.66864,4464260488.58205,4587928884.17142,4052913385.82677,4374128318.58407,4844592066.71174,5504166666.66667,5542674317.06225,4769860740.74074
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037150716.33238,2025689536.60705,2379606422.29029,2657247327.3392,2798339768.79755,2948325264.30195,2876395613.08171,3046339294.53611,3271415867.99723,3651615453.01848,3956328426.04486,4356633663.36634,5074117544.77482,6242177798.33938,7675408485.51421,8984824182.60333,9584323309.12136,11049896742.3889,13236854105.1672,15912133569.2852,21728770055.3777,17788171722.4446,17692341358.1272,16251460689.3254,14824728528.4604,14991283215.7408,19462175321.8224,21765261041.7265,25705296183.5037,26314220188.0257,30180108561.9305,32285388165.2999,33711069430.78,31655473663.8348,35604137422.5796,39030285468.3841,43161452678.4383,39147844526.0838,41806219378.6181,41632027599.8531,38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109682728023.112,118096227400.092,119870439113.662,114725065285.149
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,12276734172.0828,13493833739.9949,14647057370.1418,15891241386.291,18699380731.3465,21000586933.2041,22867203317.4022,25087562181.3218,27817605743.2503,34035946604.1815,38164716625.0685,44579122807.0175,54706557264.4878,71840909664.1968,87243413394.5405,100249523353.085,109168720620.103,127016990212.804,155859695457.323,179669405690.432,195152092662.381,164134217080.279,158479527935.958,153445465987.182,143912664148.352,143845822717.622,200862095700.666,245046310922.541,261910508417.884,258336705808.999,318330511920.61,327500327675.625,362962872180.451,353550169672.52,379130260322.073,452301674444.139,450490196078.431,416812740004.518,438008220395.468,446898572341.786,416442786069.652,431213422818.792,471613965744.401,578792325056.433,657171591755.649,685092650167.89,733340860619.747,847481522036.682,947997656364.435,868077243678.8,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879,913597086062.599,910194347568.626,913865395789.886
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,..,7911136757.06867,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20731243113.2926,23244547384.6748,24417617184.2478,24164603058.9949,24309279705.5731,21665975318.8842,24679795396.4194,30604668356.5695,40376354069.9474,45176811594.2029,43920222524.7085,45495129385.0475,42745329732.163,41649829859.6342,46775620817.4327,55314732279.1379,63918703506.9075,70140835299.0148,66075143415.4952,56227169851.0448,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,133131369930.414,121373602348.679,146517541181.254,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188943457301.474,206950600690.395,212225726657.864,212891048340.608,210700848973.509
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4196092258.15484,4467200335.99328,4909302953.94092,5165489010.2198,5552822483.55033,5874422511.54977,6366792664.14672,5203135937.28125,5200895982.08036,6634187316.25367,12545849083.0183,9181769911.50443,12274416017.7976,15162871287.1287,24846641318.1242,27778934624.6973,36308883248.731,36035407725.3219,36527862208.7133,47259911894.2731,64201788122.6054,164475209515.19,142769363313.375,97094911790.6948,73484359521.0997,73745821156.2996,54805852581.1516,52676041930.5791,49648470439.7963,44003061108.3357,54035795388.0915,49118433047.5318,47794925814.7558,27752204320.0883,33833042987.7582,44062465800.1706,51075815092.5,54457835193.4927,54604050168.1818,59372613485.6576,69448756932.5833,74030364472.0506,95385819320.5737,104911947834.122,136385979322.437,176134087150.341,236103982431.635,275625684968.615,339476215683.592,295008767295.038,361456622215.721,404993594133.582,455501524575.498,508692961937.492,546676374567.721,486803295097.89,404650006428.613,375746469538.666,397190484464.308,448120428858.769,432293776262.398
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4699646643.10954,4938775510.20408,2436849341.97604,2682456896.55172,3559607241.25816,4707036096.48961,4642018353.67211,3912986090.97363,3765747304.98681,3863621185.97303,3772857145.0248,3709637829.94866,4018365247.44444,4946292774.79046,5682788267.12865,6258600713.82627,6861222331.96317,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11307058382.3435,12683070061.4695,12606338448.547,12263710122.7645
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,5163271598.15702,5632460936.54576,6066976682.67364,6510239502.76489,7159202706.48027,8058681060.159,8696460205.3397,9514496703.39762,10159934136.7838,11063065083.4888,12814123115.2613,14583114840.0629,17358610849.701,22534253702.8686,27145693810.1341,32877805200.023,35942270686.3374,41508030431.1074,46523091009.6713,53132244623.9213,64439382896.0156,63596654760.8677,62647195537.6511,61627240831.0948,62057955032.7758,65416879914.3907,78693253275.995,94230055658.6271,101900260856.222,102633789557.535,119791683307.507,121872464483.487,130838040067.584,120579072750.596,127131461119.927,152029612324.788,163520109150.671,161356631888.484,154163364302.66,162284465073.341,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,462250000000,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,404941363636.364,362198318435.26
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,3749265014.69971,4118647627.04746,4310163796.72407,4630827383.45233,5204955900.88198,5929231415.37169,6561108777.82444,7464510709.7858,8041999160.0168,8683116337.67325,10027509449.811,10665896682.0664,9415016359.56604,6383429490.21091,8899191919.19192,11230606060.6061,13168080808.0808,15126060606.0606,17811515151.5152,19688383838.3838,23654444444.4444,28100606060.6061,30725971563.981,28691889763.7795,31151825467.4978,31144920844.3272,31899070055.7967,33351529274.6869,38472742808.3167,40171018229.0715,40010423970.4576,45625234697.7094,48884606848.1265,51809949334.2396,52293456906.2665,60636022422.6176,63320122807.1223,62433300338.0941,62191955814.3478,62973855718.8874,82017743416.2841,79484403984.8849,79904985384.8652,91760542940.0717,107759683863.123,120055291992.938,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177165635077.065,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,278654637737.69,304567253219.097,314567541558.339,279056608888.638,262610002938.509
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2571908062.07692,2899654840.36567,3286773187.87687,3600957771.15299,4356913870.23507,5166861068.42164,6113607728.15672,6204253758.57616,5736083835.22481,6420909789.63824,7432223176.77261,8289582883.50129,9189413409.01292,10994381894.7984,13858441211.2196,16877163792.1284,15947709379.6507,14620386673.8544,12495779622.071,15962459447.2168,18134029179.6393,21649137620.3055,21793496819.3379,17345624453.6916,17599660054.286,16548827018.2872,15244232957.8759,20702298396.9717,15439408447.2288,22499559086.0343,26410386669.3609,34341465998.2003,35966302303.263,34832077220.8537,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222574697255.522,228470919605.669,202014363787.233
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,7515886650.50159,8171186334.44451,4954529277.11044,5505055617.64991,5953766853.8145,6517304757.998,7189017887.7981,7724873935.15141,8632749269.35964,9571800652.61349,7559179530.39935,8375086047.10196,9067872578.93699,11412421019.6329,15607825070.495,16875240683.0685,19380945792.6854,22283185056.1012,25762077665.0311,31218507870.1702,36848242783.8987,40499645207.8072,42206011274.7956,37759237657.9248,35730202751.0258,34961565262.7138,33987178952.489,37791442730.7811,43152077817.4686,48513735777.3149,50508286643.0184,51784207132.1246,60422309296.9827,62036625222.9655,73159245524.4651,84644220102.0732,94648084428.8235,94106183450.2675,74492325247.0657,85640133799.7951,83669693589.1547,78921234457.233,84307291974.4733,87039145965.0093,95002028504.6908,107419961717.119,127652859201.489,155980378252.863,181624577153.97,175974711591.53,208368726860.828,234216930369.373,261920509949.785,283902728259.788,297483247100.855,306446140627.933,318626761492.305,328480867143.204,346842094174.513,376823278560.849,361489325230.731
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65977749036.9844,85500935934.9901,94337050693.2727,96045645026.178,110803391516.698,142292783505.155,160193242090.427,159357789772.207,174685791563.561,170031005016.259,172219461126.067,190905493539.168,199072058823.529,217827260805.842,255110181539.808,306144336269.51,344622003093.581,429028505365.078,533609081852.897,439737508413.192,479834179020.33,528301269069.799,498523568248.119,521016262734.924,542477096211.761,477811911394.084,472630364208.177,526508877305.321,587411745161.558,597280564671.563,596624355719.671
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,3193200404.37297,3417516639.37596,3668222357.65702,3905734459.72693,4235608177.67102,4687464054.83455,5135387845.97108,5740241165.63433,6354262628.33537,6969025825.62868,8108235704.32357,9201604240.28269,11239117865.0852,15090564186.4268,17512391475.9274,19347607843.1373,20332831564.9867,21439523310.6338,23487614051.0949,26622819672.1311,32896519823.7885,31977276872.9642,30527754793.1382,27239650741.9472,25217969049.5755,27115807742.0873,38745901353.7059,48182925857.4071,56347250696.3788,60594092182.3275,78713860216.5659,89233599278.4792,107592098307.098,95009751901.2592,99688641304.3478,118122007430.012,122630089680.27,117016535162.95,123946327916.296,127427343916.471,118310710337.203,121498889485.459,134156091661.961,164862142212.19,189034502110.752,197180330804.626,208581694893.991,240190803449.22,262344779551.78,243701635176.438,237880908317.652,244797226567.109,216236608773.976,226369502104.236,229596170846.995,199313894327.486,206286022781.894,220811110492.149,242194788533.537,239986922638.902,228539245045.341
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445526000,100925000000,104914600000,103138300000
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,554713455149.502,506500173960.269,516814274021.956,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347770731.787,591016690742.798,764017107992.391,989930542278.695,1299705764823.62,1660846387624.78,1222644282201.86,1524917468442.01,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1657328865709.99,1687448525466.61,1483497784867.6
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38413636363.6364,40809523809.5238,42105263157.8947,38995454545.4545,28998684210.5263,25121666666.6667,26362894736.8421,30074440483.3837,37435317265.1254,36937074278.3004,35574916294.6429,41694118972.5101,35952781582.2083,37253259016.9976,40394824679.1232,46066101951.2933,57806506024.0964,74972669056.5922,98452791982.7024,122022997508.01,174585202805.233,214313628965.024,174103695930.213,166309355234.589,183326740143.016,170635805316.879,190801346194.297,199959363430.073,177729210874.504,188128818486.401,211695422578.655,241457403085.042,249881592298.072,248715551366.635
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1109098657.57511,1005159388.24397,1077413479.05282,1168269230.76923,1464326160.8154,1723750000,1785847531.40157,1908167105.75837,2185874623.59704,2393437820.41892,2056126701.86163,1881214370.93994,1813752783.96437,1604779647.95066,1678841811.66158,1673973694.69908,1419394771.21029,1468377272.13859,1528630707.49794,1655300872.53427,1616369645.99635,..
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,4187777711.11111,4485777644.44444,5377268848.52944,7184863276.54536,9664067929.6561,14947491056.4605,45412971909.3794,46773303720.8932,64005623870.3227,74188363505.8532,80265732292.5833,111859726428.738,164541658298.596,184291888767.191,153238991868.875,129171602025.147,119624918956.209,103897892810.979,86962013010.5552,85695941760.0451,88256162068.9725,95344352823.6969,117630271802.48,132223268491.322,137087876662.216,132967901415.22,135174886488.652,143343036341.789,158662398744.993,165963557409.88,146775498080,161716960000,189514926213.333,184137469733.333,189605920240,215807655253.333,258742263040,328459700114.755,376900135727.637,415964583055.37,519796738640,429097899280,528207332640,671238840106.667,735974843360,746647127413.333,756350347333.333,654269902880,644935541440,688586244293.333,786521831573.333,792966838160,700117873253.333
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16832598870.0565,21818007448.7896,25676487999.5941,19457979423.376,19388663551.0012,6875845986.52121,12960538723.7591,17120906918.3503,22482365321.7656,26141968161.0924,27683225959.2468,32482070360.3204,43170990616.4729,52194221468.5007,45162894380.9318,41819468691.8251,49258136128.9672,43309252921.0567,48394239474.6762,47062206677.6539,39655958842.5478,40692643373.0327,44179055279.8887,50640650221.4622,51514222381.8428,53335016425.4148
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12747380650.0762,14272201755.4704,15495514296.8042,16520676973.5301,20162936291.375,25840146405.2288,27925036755.3866,27706028095.6157,29856000671.216,30453383763.0514,29169953012.7142,30752150335.5705,35130340673.8189,46816589164.7856,57332015147.7527,62785305310.2848,70708098105.6329,86454081576.7862,100469509301.304,89046289247.0131,90712671900.5229,99362720493.6429,94258572686.2287,98541305462.1038,100954719362.24,88601289843.0917,89614053143.7939,95157888666.9967,105561218935.334,105284375640.698,105172564491.569
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21352224019.4096,21507232648.7252,20763101740.6963,22146231967.6861,22711384311.1404,20289627636.6767,20876309970.385,23489890274.3142,29634713641.0968,34414784504.2352,36206395970.6504,39481045038.2637,48006372844.2376,55552509154.8264,50368056404.5568,48161250405.2468,51516366654.8197,46580457470.2769,48401896808.3064,49930685013.4603,43090173394.6913,44736333522.4522,48469082710.3089,54137142149.4799,54178877605.9999,53589609580.7099
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075.397,13834300571.4849,16138545209.246,19074913947.7196,21343844643.7341,24756958694.9238,28721062242.1634,31647119228.1982,31475548481.4095,36038711599.541,40992995008.3195,46619420359.2814,59132415221.3306,78639525985.1513,97274006345.5437,114777046376.812,118507184779.905,132449277108.434,160599687500,214601955875.062,232766822928.754,202807891511.984,195996754505.528,170951185614.849,172102910370.524,180793463796.477,251321075204.942,318747935588.196,376160409941.437,414757056921.996,536558591250.408,577166174539.632,630916018202.503,525075636030.854,530562634455.347,614609020549.773,642588992512.807,590077272727.273,619214834614.099,634693160025.57,596877648793.072,627286800894.855,705394315829.098,905492099322.799,1067093369754.16,1153285660987.44,1259343871534.31,1472131125102.66,1625224842536.99,1485583495415.39,1420722034063,1478772824224.03,1324820091194.67,1354757433212.72,1369398844599.58,1195119269971.52,1232076017361.53,1309297246509.31,1420300232663.59,1393046093137.25,1281484640043.58
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,15822585033.5764,17212686614.5726,18667251380.0746,20204870629.7441,22532416750.0125,24795499685.775,26971486546.2848,29275995674.6888,31066819929.2853,33738102482.1558,38092452060.6201,41566412922.6087,48954145808.8359,59404966684.2214,66013338964.725,82885397620.5385,89362071672.9034,94468740851.4816,104442351222.751,123386410160.715,142092068280.689,129686938223.328,114380557730.876,105014356666.797,109201362581.3,114123537581.794,150498057723.623,183009638350.893,206986674500.588,217948315624.564,261846194498.885,274229034311.699,284321115594.629,212953336588.123,229033566614.826,267305875261.099,291743811512.079,268146144677.73,270809066780.714,274072182416.731,262835454366.855,242395852494.409,266849061835.659,334337212322.076,385118044877.465,392218088878.779,423093437423.762,491252589217.021,517706149201.196,436537014293.554,495812558843.31,574094112972.733,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,541220059459.25
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,9522746719.21614,10712712465.0522,11879982758.5619,13063643795.7884,14480556571.5476,15346741669.7575,16480058704.8531,17740013179.26,18942729779.1,20524886616.4789,..,..,..,..,..,..,..,..,..,..,122660905890.076,112339195092.149,115140108850.909,114730757467.486,109547355832.66,111073640470.473,159223703930.18,199403912956.009,215721878630.493,208280848462.62,265987061618.198,269127820781.032,280156819798.037,272466458446.129,301628489434.818,353132515010.571,340471241909.385,295121356714.67,303882354117.809,298520480628.412,279841151705.353,287226531168.523,310175772488.13,363063293977.872,405531321270.607,420544947799.55,443801905407.561,493537376707.764,570304197211.707,558199868578.256,603434493402.679,722038242134.62,692109693986.886,712748124222.61,734396591036.932,702149580770.901,695600652899.283,704478516963.855,735539301552.674,731767398052.879,752248045730.11
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2760747471.88624,3034043574.06071,3308912796.93487,3540403456.55305,3889129942.30769,4388937649.03846,5279230817.30769,5638461442.30769,6081009427.88461,6695336567.30769,7086538437.5,7375000024.03846,8177884552.88461,10838587357.7466,13703000530.0587,14882747955.0328,16985211146.0238,19779315170.0237,24006570178.1561,27371699082.7126,32353440726.8856,34846107862.3673,36589797857.4006,40042826244.2337,41797592963.4424,38900692712.1496,43096746122.4614,50535438696.4094,61667199834.7428,72250877410.3183,85343063965.9182,98234695722.0341,111452869378.467,128889318946.587,146683499005.964,169278753531.98,183035114648.4,150180619366.605,113675561057.462,126669064386.717,126392233706.79,120296476180.402,134300851255.002,152280677649.055,172895749632.046,189318549680.384,221758196504.936,262942476722.425,291382991177.698,281710416557.292,341104820155.464,370819140946.553,397558222957.17,420333203150.426,407339454060.678,401296437424.995,413366150655.591,456356961443.497,506611070188.362,544263840039.166,501643653514.925
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,367087900,477443500,469506700,490439100,440764600,462283600,453805100,542795400,648492700,726882400,881827800,1042411500,1160389500,1395519600,1447307100,1594410900,1650618500,1615609700,1583876200,2047931700,1902156800
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,535670127.748935,584961208.656595,619319197.340022,678235373.038558,711893367.55527,736568861.926151,723735635.536371,761981474.023359,758899950,779200000,821850000,896754316.674262,1083381044.08473,1308799458.96284,2042031901.42217,2442667573.04821,2500410583.79177,3138666666.66667,3562333458.33333,4602416625,6235833333.33333,6992083333.33333,8140416666.66667,7763750000,7757083333.33333,7375918367.34694,4794444444.44444,4797777777.77778,4496852073.46896,4323058823.52941,5068000000,5307905882.35294,5439552941.17647,4669488516.37981,4947205860.01451,5329214163.22001,5759537726.26601,5737751331.63779,6043694330.21609,6808982520.75759,8154338232.95978,8824873259.32105,9008273720.93395,11305459802.0683,13280275123.0354,15982282462.3786,18369361094.3886,21641620049.9352,27871587349.5413,19172165225.5015,22157948396.2042,25433011405.3017,25763220107.0051,27268478564.5547,27615843098.0949,24959858249.4433,22386264807.3174,22385426653.883,23679919654.9891,23208326547.5327,21588037504.9992
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,13995067817.5092,7988888888.88889,8922222222.22222,10355555555.5556,11177777777.7778,11966666666.6667,14100000000,15644444444.4444,17500000000,19466666666.6667,17086956521.7391,16256619963.7997,20431095406.3604,25724381625.4417,35599913836.4328,44633707242.7642,51280134554.2889,58676813687.3681,65147022485.7919,89394085658.2038,68789289565.7434,71040020140.4436,64546332580.7583,61678280115.4987,59989909457.8379,67234948264.5987,75728009962.7878,87172789528.3316,90852814004.9917,107143348667.094,150676291094.21,150027833333.333,158459130434.783,180169736363.636,130690172297.297,169485941048.035,181475555282.555,189834649111.257,275967393939.394,256385525071.633,274302959053.103,201751148417.102,240253216295.117,314592428076.487,408876042651.701,506308311476.63,557057829051.453,681337335021.874,770462156204.38,649272568774.193,776992599946.766,838762755164.179,880556375779.51,957783020853.031,938952628604.067,864316670330.882,869692960365.551,858996263095.858,778471901665.148,761004425605.414,719954821683.31
